FID,FID_,county,route_id,route_name,segment_id,segmt_name,steward_id,stew_unit,stew_type,segmt_type,route_type,foot,bicycle,horse,wheelchair,motor_vehi,etc_app,stew_name,length_f_1,length_m,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Length
4758,0,Santa Cruz,0,0,0,Younger Lagoon Overlook,ca8,University of California - Santa Cruz,University of California,Secondary CCT,Overlook,yes,no,no,no,no,no,Univerity of California,539,164,28a65da6-eb3a-4ffc-bf8e-6a836c625b9e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,164.204383282987
4759,0,Santa Cruz,sct42,De Anza Santa Cruz Mobile Home Park Trail,sc73,De Anza Mobile Home Park,Private,De Anza Mobile Home Park,Private,Secondary CCT,Trail,yes,no,no,no,no,yes,Private,101,31,a64b8545-9b17-4b89-9a3f-db61b84c6f3d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,30.6494615450338
4760,0,Sonoma, , ,0,to Doran Beach,sons1,Doran Beach Regional Park,County Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,County of Sonoma,137,42,dd86614e-fa62-432d-b097-4d5b53b71748,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,41.7220961896514
4761,0,Sonoma,sont3,Doran Beach Route,son17,to Doran Beach,sons1,Doran Beach Regional Park,County Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,County of Sonoma,339,103,4643c60b-6c31-41b6-a96a-c7be4c8d8f1e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,103.422680851643
4762,0,Sonoma,sont9,Salmon Creek Beach Route,son39,to Salmon Creek Beach from Bean Ave parking lot,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,537,164,a522b416-ad5a-49bd-bbf8-9c2ce6def67e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,163.557386470658
4763,0,Sonoma, , ,0,stairs to Carmet Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,220,67,6eced507-2675-49e1-8d88-d3689fb1f323,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,67.1544815633938
4764,0,Sonoma, , ,0,ramp to Schoolhouse Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,578,176,ac86727a-5b03-462a-af1f-5d1007da68ea,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,176.252565085463
4765,0,Sonoma, , ,0,to Schoolhouse Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,177,54,f63b7f62-a191-40db-8341-1c86b1963d56,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,53.8142983906479
4766,0,Sonoma, , ,0,to Portugueses Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,519,158,755f0b17-a86c-4c05-8ad6-4a54c1287e09,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,158.280462181444
4767,0,Sonoma, , ,0,to Shell Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,54,16,44dc9aa8-664a-4cc7-af73-e0832f579606,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,16.3774353624278
4768,0,Sonoma, , ,0,to Sonoma Coast SB - Blind Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,345,105,097af4d9-c456-4d2e-9886-b845c87deaa0,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,105.114485472901
4769,0,Sonoma,sont11,Kortum Trail,son53,Kortum Trail - Boardwalk,ca2,Sonoma Coast State Park,State Park,Primary CCT,Boardwalk,yes,no,no,yes,no,yes,California State Parks,759,231,7b5f9b76-e57f-4940-b620-6ff3ed26fa05,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,231.265061537002
4770,0,Sonoma, , ,0,to Gerstle Cove State Marine Reserve,ca2,Salt Point State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,38,12,c77d68d8-5864-4a80-9abc-73f83f859851,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,11.5837592832225
4771,0,Sonoma,sont22,Stump Beach Cove to Fisk Mill Cove Trail,son99,Trail to Sentinel Rock overlook,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,249,76,7ec26658-4a28-48b9-81c0-8bc3fb4c5e45,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,75.8199280132021
4772,0,Sonoma, , ,0,to Fisk Mill Cove,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,197,60,07cab8d8-cec0-48d0-a364-ce27612a8200,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,59.9907434767695
4773,0,Sonoma, , ,0,Fisk Mill Cove,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,California State Parks,1263,385,b56362b1-277d-4175-b2e2-f84d5cd8c284,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,385.08303534993
4774,0,Sonoma, , ,0,Cannon Gulch access to Fisk Mill Cove,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,259,79,b977ceb4-b90c-46e1-bd0e-a88b546c78ff,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,78.8739666664209
4775,0,Sonoma, , ,0,Salt Point State Park trails,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,no,California State Parks,1340,408,120365eb-107c-4426-960f-47ef0063efc1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,408.437699150725
4776,0,Sonoma,sont25,Pebble Beach Trail,son108,Pebble Beach Access Trail,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,211,64,7f002a3c-ed2d-4f50-a43e-2b5050569759,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,64.3831178462325
4777,0,Sonoma,sont25,Pebble Beach Trail,son109,stairs to Pebble Beach,sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,County of Sonoma,182,55,d56bbae7-b509-494a-89c3-8b8a542bf0cf,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,55.4396652254242
4778,0,Sonoma, , ,0,Pebble Beach (Sonoma),sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,County of Sonoma,672,205,4f001aec-913a-4c9d-812c-120bf32ec177,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,204.728552930337
4779,0,Sonoma,sont27,Shell Beach Trail,son114,blufftop trail to Shell Beach,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,355,108,6333530f-250a-4d1b-8476-0a029c3cfef6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,108.134648104417
4780,0,Sonoma, , ,0,2nd stairway to Walk-on Beach,sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,County of Sonoma,321,98,6461e5c1-523e-425f-ba78-42bb7613e51a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,97.7937688171183
4781,0,Sonoma, , ,0,Walk-on Beach,sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,County of Sonoma,1638,499,9900fb87-447d-46ab-83c0-34bb384b1d0b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,499.219885132229
4782,0,Sonoma, , ,0,stairway to Walk-on Beach,sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,County of Sonoma,260,79,871054c4-a631-43f4-bf75-34a41a5b1b06,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,79.2903662312707
4783,0,Sonoma, , ,0,Walk-on Beach,sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,County of Sonoma,602,184,d8b6f867-4042-41e4-a4ac-f5cf524ba2e2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,183.555225780458
4784,0,Sonoma,sont8,Bodega Dunes Trails,son32,Upper Dunes Trail,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,2281,695,fc4a1ea1-b40c-4880-bdb2-5e34e4db3e1c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,695.249026045968
4785,0,Sonoma, , ,0,Pinnacle Gulch Trail - to Doran Beach,sons1,Sonoma County Regional Parks Department,County Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,County of Sonoma,39,12,0ea56367-1ea2-4cd6-b736-8b615ca44e2a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,11.9710961203245
4786,0,Sonoma, , ,0,to Duncan's Landing Beach - Sonoma Coast SB,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,29,9,1c474ca7-45fb-4639-8ead-25fce1d19ec8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,8.70239435889797
4787,0,Sonoma,sont22,Stump Beach Cove to Fisk Mill Cove Trail,son100,Trail from parking lot to Sentinel Rock overlook,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,206,63,09bec545-16d8-4a03-934c-487876425f53,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,62.9188973253109
4788,0,Sonoma,sont22,Stump Beach Cove to Fisk Mill Cove Trail,son101,Salt Point State Park trails,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,606,185,5bc22aeb-ebd0-4768-a916-cc3b818e42cb,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,184.715633696312
4789,0,Sonoma,sont18,Salt Point Forest Loop Trail Route,son83,Salt Point State Park Trails - South Trail,ca2,Salt Point State Park,State Park,Other Trail,Trail,yes,yes,no,no,no,yes,California State Parks,4248,1295,96d897fa-db5f-4a39-81be-7753945ec2d0,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1294.89395602972
4790,0,Sonoma,sont15,Fort Ross State Historic Park Trails,son76,Fort Ross SHP - Trail to Fort,ca2,Fort Ross State Historic Park,State Park,Primary CCT,Trail,yes,no,no,yes,no,yes,California State Parks,2033,620,5f060d69-02d2-4830-abac-c9f9149994ba,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,619.654071828098
4791,0,Sonoma,sont29,Gualala Point Regional Park Trail,son118,Gualala Point Regional Park trails,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,1427,435,f8f5387e-473f-45e7-a50a-224d557e9936,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,435.092570398157
4792,0,Sonoma,sont29,Gualala Point Regional Park Trail,son125,Gualala Point Regional Park trails,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,413,126,9657a20d-84b4-4465-8aca-6ebc1db740c1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,125.84938782251
4793,0,Sonoma,sont29,Gualala Point Regional Park Trail,son119,Gualala Point Regional Park trails - Bluff Top Trail,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,1554,474,358f02a1-7168-42c9-a18c-a31e9b8473f3,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,473.717784223385
4794,0,Sonoma,sont29,Gualala Point Regional Park Trail,son120,Gualala Point Regional Park trails - East West Trail,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,1592,485,35c1a50e-d5c8-4b1a-9d60-7a1c564270a2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,485.256082219979
4795,0,Sonoma,sont29,Gualala Point Regional Park Trail,son121,Gualala Point Regional Park trails - ADA accessible paved pathway,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,yes,no,yes,County of Sonoma,227,69,bce3ebb3-e203-4ebb-ad72-9e94a5597746,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,69.0406133245913
4796,0,Sonoma,sont29,Gualala Point Regional Park Trail,son122,Gualala Point Regional Park trails - trail to Whale Watch Point,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,795,242,2d7a60d2-947e-496f-9b83-fcfa374b63fc,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,242.309978103363
4797,0,Sonoma,sont29,Gualala Point Regional Park Trail,son123,Gualala Point Regional Park trails - trail to Whale Watch Point,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,237,72,8b8f2e9e-f019-4cb6-991b-06e01c0858ca,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,72.2106485230419
4798,0,Sonoma,sont29,Gualala Point Regional Park Trail,son124,Gualala Point Regional Park trails,sons1,Sonoma County Regional Parks Department,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,906,276,4ff7529a-2e3b-49ad-b1f7-008a7e4567db,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,276.099326587641
4799,0,Sonoma,sont22,Stump Beach Cove to Fisk Mill Cove Trail,son102,Salt Point State Park trails - Bluff Trail,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,3369,1027,87af282a-72a5-41a2-ac74-445097c70d93,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1026.99138686542
4800,0,Sonoma,sont21,Salt Point Trail,son95,Salt Point State Park trails,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,2772,845,5e6be622-58ce-40e5-a0f2-93203be4f2b0,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,844.936243616794
4801,0,Sonoma,sont21,Salt Point Trail,son96,Salt Point State Park Trails,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,1596,487,b93bb108-9757-4b46-83ae-e01925746546,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,486.537057838322
4802,0,Sonoma,sont19,South Gerstle Cove Trail,son87,Salt Point State Park trails - South Gerstle Cove MU Trail,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,940,287,a7a0b283-b475-47e8-a84a-0c907d5b5130,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,286.597761345318
4803,0,Sonoma, , ,0,Fort Ross SHP - Trail to Windmill,ca2,Fort Ross State Historic Park,State Park,Primary CCT,Trail,yes,no,no,yes,no,no,California State Parks,511,156,6874c4ba-54e5-4fa2-8a31-ae70d09033e5,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,155.720108098982
4804,0,San Luis Obispo, , ,0,stairs to beach between Cuyama and Morro Aves,slos9,City of Pismo Beach,City,Beach or Shoreline Access CCT,beach access,yes,no, , ,no,no,City of Pismo Beach,45,14,65fdc6b0-4fcc-4895-97f4-b0517b30b638,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,13.8507363426014
4805,0,Sonoma, , ,0,Sonoma Coast State Beach,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,California State Parks,542,165,f83afb84-ada0-4ff5-a8f2-64160c2aaff2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,165.172440753108
4806,0,Sonoma,sont9,Salmon Creek Beach Route,son40,Bodega Dunes Boardwalk,ca2,Sonoma Coast State Park,State Park,Primary CCT,Boardwalk,yes,no,no,yes,no,yes,California State Parks,967,295,c39b57d8-fed4-42ff-a1b8-22d3f4029ae5,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,294.629531043469
4807,0,Sonoma,sont9,Salmon Creek Beach Route,son41,to South Salmon Creek Beach from Bodega Dunes Boardwalk,ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,108,33,69f0fba2-13e6-44b7-9f4d-dbdf94fae03c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,32.8594400709147
4808,0,Sonoma,sont8,Bodega Dunes Trails,son33,South Salmon Creek Trail,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,1789,545,b27ae280-49f4-4296-a7c2-bb45dd0ae710,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,545.175722588495
4809,0,Sonoma, , ,0,Osprey Trail - connector,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,no,California State Parks,95,29,46641e58-a5c0-4faf-8e41-9761f7a9f0cc,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,29.0288928930299
4810,0,Sonoma,sont7,Bodega Head to Bodega Dunes Trail Route,son26,Salmon Creek Beach Trail,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,727,222,3103be6a-9fac-4211-9c5c-6206180c58dd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,221.624807650826
4811,0,Sonoma,sont7,Bodega Head to Bodega Dunes Trail Route,son27,Salmon Creek Beach Trail,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,2199,670,cd3003f7-df95-4e9f-aad2-9bfc122859b1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,670.305084368956
4812,0,Sonoma,sont1,Shorttail Gulch Trail,son2,to Doran Beach from Shorttail Gulch Trail,sons1,Sonoma County,County,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,County of Sonoma,182,55,d88a4f65-7fd9-4262-b829-865fda1ff8db,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,55.4721226562026
4813,0,Sonoma,sont11,Kortum Trail,son54,Kortum Trail,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,8539,2603,27dd98a9-3465-488c-a522-29c1708e51a1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2602.7660792051
4814,0,Sonoma,sont8,Bodega Dunes Trails,son34,Bay Flat Trail,ca2,Sonoma Coast State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,1008,307,154efcc8-bae5-4e68-8af1-0765dafba9be,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,307.220914720839
4815,0,Sonoma,sont18,Salt Point Forest Loop Trail Route,son84,Salt Point State Park trails - Woodside Trail,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,yes,California State Parks,652,199,42c6a07e-59f2-4253-a021-b0b7dd25222d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,198.595392571958
4816,0,Sonoma,sont4,Doran Regional Park Trails,son11,West King Trail,sons1,Doran Beach Regional Park,County Park,Primary CCT,Trail,yes,no,no,no,no,yes,County of Sonoma,121,37,3f72860c-ce6e-400b-818c-7162d11c8ede,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,36.8351302336681
4817,0,Sonoma, , ,0,Salt Point State Park trails - Bluff Trail,ca2,Salt Point State Park,State Park,Primary CCT,Trail,yes,no,no,no,no,no,California State Parks,438,133,12f0d005-9664-4c49-8c9a-248985ad7b42,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,133.45223396383
4818,0,Sonoma, , ,0,Gualala River Beach,sons1,Gualala Point Regional Park,County Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,County of Sonoma,3331,1015,be7d9737-1fff-4e2a-8c80-187e890d3392,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1015.40115835136
4819,0,Sonoma,sont12,Goat Rock Beach Route,son62,Fish Head Beach (Russian River Mouth),ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,452,138,d3c7cd9c-534c-4964-850d-24662c1ddce8,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,137.659475066914
4820,0,Sonoma,sont12,Goat Rock Beach Route,son62,Fish Head Beach (N of Russian River Mouth),ca2,Sonoma Coast State Park,State Park,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,California State Parks,1815,553,65c9aae2-92c9-4b41-a379-d4672f6ca04a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,553.359481597945
4821,0,Ventura,Ven60,Hueneme Beach Park Access Trail,Vt601,Port Hueneme Beach Park trails,vens7,City of Port Hueneme,City Park,Primary CCT,Trail,yes,yes,no,yes,no,yes,City of Port Heuneme,68,21,80b21fd8-1fcd-491c-8579-1354e113015c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,20.7655296282438
4822,0,Ventura,Ven8,Emma Wood State Beach,Vt8,Emma Wood State Beach - Rincon Parkway South - Solimar Beach South,ca2,Emma Wood State Beach,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,22663,6908,44e18d3a-803c-490e-a510-2e1974187a8f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,6907.55898568524
4823,0,Ventura,Ven15,Ventura City Beach,Vt151,Surfer's Point - Ventura City Beach,vens2,City of Ventura,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Ventura,2049,624,172e3f43-a77f-4ef3-9998-66ca5d20ba19,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,624.392032698488
4824,0,Ventura,Ven16,San Buena Ventura State Beach,Vt161,San Buenaventura State Beach,ca2,San Buenaventura State Beach,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,8362,2549,1e36918c-0da1-41b0-81d9-f9eeb51b3e0d,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2548.80706223384
4825,0,Ventura,Ven21,Harbor Cove  Beach,Vt211,Harbor Cove - South Jetty Beach,vens2,City of Ventura,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Ventura,5536,1687,ec8c4405-a838-49c4-82ee-05dead6efe4c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1687.22460378219
4826,0,Ventura,Ven24,McGrath State Beach,Vt241,McGrath State Beach,ca2,McGrath State Beach,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,8923,2720,17bcabbd-6448-4f2d-8d0e-3aac0b6c582f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2719.63856638459
4827,0,Ventura,Ven25,Mandalay Beach,Vt251,Beach along Mandalay Generating Station,ca4,State tidelands,State,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,State Of California - undefined,1949,594,b3c215a2-f189-46e0-aa44-8e21a6f9cdb9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,594.003233957847
4828,0,Ventura,Ven25,Mandalay Beach,Vt252,Mandalay State Beach,ca2,Mandalay State Beach,State Parks,Beach or Shoreline Route CCT,City,yes,no,no,no,no,yes,City of Encinitas,3430,1045,8855d478-739f-48b8-b438-eb19f5128f5a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1045.34647628171
